Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
05/26/16 12:00 AM	5.3	0.146	0.139	0.243	0.240
05/26/16 02:00 AM	4.3	0.145	0.138	0.241	0.237
05/26/16 04:00 AM	2.4	0.145	0.137	0.237	0.235
05/26/16 06:00 AM	1.7	0.145	0.136	0.236	0.232
05/26/16 08:00 AM	6.1	0.145	0.135	0.235	0.231
05/26/16 10:00 AM	13.2	0.144	0.134	0.235	0.232
05/26/16 12:00 PM	16.0	0.144	0.134	0.237	0.239
05/26/16 02:00 PM	17.6	0.145	0.134	0.240	0.239
05/26/16 04:00 PM	17.8	0.145	0.134	0.238	0.235
05/26/16 06:00 PM	17.5	0.145	0.134	0.234	0.228
05/26/16 08:00 PM	13.6	0.145	0.133	0.228	0.223
05/26/16 10:00 PM	11.9	0.145	0.132	0.224	0.219
05/27/16 12:00 AM	7.4	0.145	0.131	0.220	0.216
05/27/16 02:00 AM	7.2	0.144	0.130	0.219	0.214
05/27/16 04:00 AM	7.3	0.143	0.129	0.218	0.213
05/27/16 06:00 AM	5.0	0.143	0.128	0.216	0.213
05/27/16 08:00 AM	8.1	0.142	0.128	0.215	0.212
05/27/16 10:00 AM	12.7	0.142	0.128	0.216	0.214
05/27/16 12:00 PM	15.5	0.142	0.127	0.219	0.220
05/27/16 02:00 PM	17.6	0.141	0.127	0.224	0.224
05/27/16 04:00 PM	11.7	0.142	0.127	0.222	0.219
05/27/16 06:00 PM	13.5	0.142	0.127	0.221	0.215
05/27/16 08:00 PM	10.8	0.142	0.127	0.219	0.212
05/27/16 10:00 PM	8.7	0.141	0.126	0.215	0.207
05/28/16 12:00 AM	6.9	0.141	0.126	0.212	0.205
05/28/16 02:00 AM	6.4	0.141	0.125	0.210	0.204
05/28/16 04:00 AM	6.0	0.140	0.124	0.209	0.203
05/28/16 06:00 AM	5.8	0.140	0.124	0.208	0.203
05/28/16 08:00 AM	6.5	0.140	0.124	0.208	0.203
05/28/16 10:00 AM	9.1	0.140	0.123	0.209	0.205
05/28/16 12:00 PM	13.5	0.140	0.123	0.213	0.212
05/28/16 02:00 PM	14.9	0.140	0.123	0.216	0.215
05/28/16 04:00 PM	16.2	0.140	0.123	0.216	0.212
05/28/16 06:00 PM	18.1	0.140	0.123	0.217	0.208
05/28/16 08:00 PM	16.8	0.140	0.123	0.214	0.203
05/28/16 10:00 PM	9.5	0.139	0.123	0.208	0.199
05/29/16 12:00 AM	2.0	0.138	0.122	0.204	0.195
05/29/16 02:00 AM	2.4	0.138	0.121	0.201	0.192
05/29/16 04:00 AM	1.0	0.137	0.120	0.199	0.191
05/29/16 06:00 AM	1.5	0.137	0.120	0.197	0.189
05/29/16 08:00 AM	6.4	0.137	0.120	0.196	0.189
